request_id,provider_key,model,cell_id,domain,demographic,schema_variant,repeat_index,output_mode,output_contract,prompt_sha256,schema_sha256,expected_route,expected_byok,estimated_input_tokens,estimated_output_tokens,estimated_cost_usd
p2-anthropic-C1-S0-015,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,15,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-016,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,16,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-017,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,17,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-018,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,18,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-019,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,19,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-020,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,20,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-021,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,21,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-022,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,22,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-023,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,23,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-024,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,24,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-025,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,25,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-026,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,26,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-027,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,27,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-028,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,28,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-029,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,29,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-030,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,30,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-031,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,31,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-032,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,32,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-033,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,33,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-034,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,34,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-035,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,35,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-036,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,36,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-037,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,37,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-038,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,38,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-039,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,39,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-040,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,40,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-041,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,41,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-042,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,42,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-043,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,43,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-044,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,44,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-045,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,45,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-046,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,46,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-047,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,47,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-048,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,48,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-049,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,49,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-050,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,50,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-051,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,51,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-052,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,52,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-053,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,53,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-054,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,54,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-055,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,55,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-056,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,56,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-057,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,57,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-058,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,58,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-059,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,59,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
p2-anthropic-C1-S0-060,anthropic,anthropic/claude-opus-4.7,C1,xray,32bm,S0,60,strict_json,strict_schema,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,"{""allow_fallbacks"":false,""only"":[""anthropic""],""order"":[""anthropic""],""require_parameters"":false}",true,257,500,0.0137850000
