request_id,provider_key,model,upstream_provider,cell_id,schema_variant,repeat_index,status,schema_valid,input_tokens,output_tokens,actual_cost_usd,anthropic_provider_estimate_usd,error_message,type_a_applicable,type_b_applicable,type_c_applicable,full_null_applicable,diagnosis_text_canonical,model_image_present,can_diagnose,type_a,type_b,type_c,type_c_fields,type_c_terms,full_null_compliant
p4-gemini-C1-S0-015,gemini,google/gemini-3.1-pro-preview,,C1,S0,15,success,True,354,632,0.008291999999999999,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-016,gemini,google/gemini-3.1-pro-preview,,C1,S0,16,success,True,354,367,0.005112,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-017,gemini,google/gemini-3.1-pro-preview,,C1,S0,17,success,True,354,805,0.010368,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-018,gemini,google/gemini-3.1-pro-preview,,C1,S0,18,success,True,354,511,0.006840000000000001,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S0-019,gemini,google/gemini-3.1-pro-preview,,C1,S0,19,success,True,354,1054,0.013356,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S0-020,gemini,google/gemini-3.1-pro-preview,,C1,S0,20,success,True,354,944,0.012036,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-021,gemini,google/gemini-3.1-pro-preview,,C1,S0,21,success,True,354,732,0.009492,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-022,gemini,google/gemini-3.1-pro-preview,,C1,S0,22,success,True,354,920,0.011748,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-023,gemini,google/gemini-3.1-pro-preview,,C1,S0,23,success,True,354,914,0.011676,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-024,gemini,google/gemini-3.1-pro-preview,,C1,S0,24,success,True,354,779,0.010056,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S0-025,gemini,google/gemini-3.1-pro-preview,,C1,S0,25,success,True,354,447,0.006072,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-026,gemini,google/gemini-3.1-pro-preview,,C1,S0,26,success,True,354,625,0.008208,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-027,gemini,google/gemini-3.1-pro-preview,,C1,S0,27,success,True,354,831,0.01068,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S0-028,gemini,google/gemini-3.1-pro-preview,,C1,S0,28,success,True,354,531,0.00708,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-029,gemini,google/gemini-3.1-pro-preview,,C1,S0,29,success,True,354,970,0.012348,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S0-030,gemini,google/gemini-3.1-pro-preview,,C1,S0,30,success,True,354,918,0.011724,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-031,gemini,google/gemini-3.1-pro-preview,,C1,S0,31,success,True,354,1087,0.013752,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-032,gemini,google/gemini-3.1-pro-preview,,C1,S0,32,success,True,354,630,0.008268,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-033,gemini,google/gemini-3.1-pro-preview,,C1,S0,33,success,True,354,1072,0.013572,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S0-034,gemini,google/gemini-3.1-pro-preview,,C1,S0,34,success,True,354,976,0.01242,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-035,gemini,google/gemini-3.1-pro-preview,,C1,S0,35,success,True,354,1050,0.013308,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-036,gemini,google/gemini-3.1-pro-preview,,C1,S0,36,success,True,354,494,0.006636,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-037,gemini,google/gemini-3.1-pro-preview,,C1,S0,37,success,True,354,786,0.01014,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-038,gemini,google/gemini-3.1-pro-preview,,C1,S0,38,success,True,354,534,0.007116,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S0-039,gemini,google/gemini-3.1-pro-preview,,C1,S0,39,success,True,354,980,0.012468,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S0-040,gemini,google/gemini-3.1-pro-preview,,C1,S0,40,success,True,354,599,0.007896,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S0-041,gemini,google/gemini-3.1-pro-preview,,C1,S0,41,success,True,354,635,0.008328,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-042,gemini,google/gemini-3.1-pro-preview,,C1,S0,42,success,True,354,770,0.009948,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-043,gemini,google/gemini-3.1-pro-preview,,C1,S0,43,success,True,354,869,0.011136,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-044,gemini,google/gemini-3.1-pro-preview,,C1,S0,44,success,True,354,681,0.00888,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-045,gemini,google/gemini-3.1-pro-preview,,C1,S0,45,success,True,354,976,0.01242,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S0-046,gemini,google/gemini-3.1-pro-preview,,C1,S0,46,success,True,354,603,0.007944,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-047,gemini,google/gemini-3.1-pro-preview,,C1,S0,47,success,True,354,426,0.0058200000000000005,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-048,gemini,google/gemini-3.1-pro-preview,,C1,S0,48,success,True,354,918,0.011724,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S0-049,gemini,google/gemini-3.1-pro-preview,,C1,S0,49,success,True,354,949,0.012096,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-050,gemini,google/gemini-3.1-pro-preview,,C1,S0,50,success,True,354,930,0.011868,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S0-051,gemini,google/gemini-3.1-pro-preview,,C1,S0,51,success,True,354,921,0.01176,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-052,gemini,google/gemini-3.1-pro-preview,,C1,S0,52,success,True,354,596,0.00786,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-053,gemini,google/gemini-3.1-pro-preview,,C1,S0,53,success,True,354,347,0.0048720000000000005,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-054,gemini,google/gemini-3.1-pro-preview,,C1,S0,54,success,True,354,1147,0.014472,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-055,gemini,google/gemini-3.1-pro-preview,,C1,S0,55,success,True,354,732,0.009492,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-056,gemini,google/gemini-3.1-pro-preview,,C1,S0,56,success,True,354,1156,0.014580000000000001,,,True,True,True,True,Sarcoidosis,True,True,True,True,True,differentials;key_findings;reasoning,pleural effusion;pneumothorax;sarcoidosis;tuberculosis,False
p4-gemini-C1-S0-057,gemini,google/gemini-3.1-pro-preview,,C1,S0,57,success,True,354,980,0.012468,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-058,gemini,google/gemini-3.1-pro-preview,,C1,S0,58,success,True,354,719,0.009336,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-059,gemini,google/gemini-3.1-pro-preview,,C1,S0,59,success,True,354,990,0.012588,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S0-060,gemini,google/gemini-3.1-pro-preview,,C1,S0,60,success,True,354,528,0.007044,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S0-061,gemini,google/gemini-3.1-pro-preview,,C1,S0,61,success,True,354,938,0.011964,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-062,gemini,google/gemini-3.1-pro-preview,,C1,S0,62,success,True,354,883,0.011304,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-063,gemini,google/gemini-3.1-pro-preview,,C1,S0,63,success,True,354,728,0.009444000000000001,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-064,gemini,google/gemini-3.1-pro-preview,,C1,S0,64,success,True,354,954,0.012156,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-065,gemini,google/gemini-3.1-pro-preview,,C1,S0,65,success,True,354,568,0.007524,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-066,gemini,google/gemini-3.1-pro-preview,,C1,S0,66,success,True,354,797,0.010272,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-067,gemini,google/gemini-3.1-pro-preview,,C1,S0,67,success,True,354,843,0.010824,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-068,gemini,google/gemini-3.1-pro-preview,,C1,S0,68,success,True,354,999,0.012696,,,True,True,True,True,Pulmonary Sarcoidosis,True,True,True,True,True,differentials;reasoning,sarcoidosis;tuberculosis,False
p4-gemini-C1-S0-069,gemini,google/gemini-3.1-pro-preview,,C1,S0,69,success,True,354,926,0.01182,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-070,gemini,google/gemini-3.1-pro-preview,,C1,S0,70,success,True,354,949,0.012096,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-071,gemini,google/gemini-3.1-pro-preview,,C1,S0,71,success,True,354,936,0.011940000000000001,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-072,gemini,google/gemini-3.1-pro-preview,,C1,S0,72,success,True,354,921,0.01176,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S0-073,gemini,google/gemini-3.1-pro-preview,,C1,S0,73,success,True,354,434,0.005916,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-074,gemini,google/gemini-3.1-pro-preview,,C1,S0,74,success,True,354,500,0.006708,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-075,gemini,google/gemini-3.1-pro-preview,,C1,S0,75,success,True,354,733,0.009504,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-076,gemini,google/gemini-3.1-pro-preview,,C1,S0,76,success,True,354,1035,0.013128,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-077,gemini,google/gemini-3.1-pro-preview,,C1,S0,77,success,True,354,890,0.011388,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-078,gemini,google/gemini-3.1-pro-preview,,C1,S0,78,success,True,354,944,0.012036,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-079,gemini,google/gemini-3.1-pro-preview,,C1,S0,79,success,True,354,956,0.01218,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S0-080,gemini,google/gemini-3.1-pro-preview,,C1,S0,80,success,True,354,878,0.011244,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-081,gemini,google/gemini-3.1-pro-preview,,C1,S0,81,success,True,354,770,0.009948,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S0-082,gemini,google/gemini-3.1-pro-preview,,C1,S0,82,success,True,354,700,0.009108,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-083,gemini,google/gemini-3.1-pro-preview,,C1,S0,83,success,True,354,456,0.006180000000000001,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-084,gemini,google/gemini-3.1-pro-preview,,C1,S0,84,success,True,354,705,0.009168,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-085,gemini,google/gemini-3.1-pro-preview,,C1,S0,85,success,True,354,764,0.009876000000000001,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-086,gemini,google/gemini-3.1-pro-preview,,C1,S0,86,success,True,354,1029,0.013056,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-087,gemini,google/gemini-3.1-pro-preview,,C1,S0,87,success,True,354,916,0.0117,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-088,gemini,google/gemini-3.1-pro-preview,,C1,S0,88,success,True,354,846,0.01086,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-089,gemini,google/gemini-3.1-pro-preview,,C1,S0,89,success,True,354,512,0.0068520000000000005,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S0-090,gemini,google/gemini-3.1-pro-preview,,C1,S0,90,success,True,354,776,0.010020000000000001,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S0-091,gemini,google/gemini-3.1-pro-preview,,C1,S0,91,success,True,354,993,0.012624,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-092,gemini,google/gemini-3.1-pro-preview,,C1,S0,92,success,True,354,926,0.01182,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-093,gemini,google/gemini-3.1-pro-preview,,C1,S0,93,success,True,354,836,0.01074,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-094,gemini,google/gemini-3.1-pro-preview,,C1,S0,94,success,True,354,680,0.008868000000000001,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-095,gemini,google/gemini-3.1-pro-preview,,C1,S0,95,success,True,354,557,0.007392,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-096,gemini,google/gemini-3.1-pro-preview,,C1,S0,96,success,True,354,1068,0.013524,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S0-097,gemini,google/gemini-3.1-pro-preview,,C1,S0,97,success,True,354,262,0.003852,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S0-098,gemini,google/gemini-3.1-pro-preview,,C1,S0,98,success,True,354,620,0.008148,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S0-099,gemini,google/gemini-3.1-pro-preview,,C1,S0,99,success,True,354,764,0.009876000000000001,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-000,gemini,google/gemini-3.1-pro-preview,,C1,S1,0,success,True,350,1065,0.013479999999999999,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S1-001,gemini,google/gemini-3.1-pro-preview,,C1,S1,1,success,True,350,381,0.005272,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-002,gemini,google/gemini-3.1-pro-preview,,C1,S1,2,success,True,350,942,0.012003999999999999,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-003,gemini,google/gemini-3.1-pro-preview,,C1,S1,3,success,True,350,757,0.009784,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-004,gemini,google/gemini-3.1-pro-preview,,C1,S1,4,success,True,350,739,0.009567999999999998,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-005,gemini,google/gemini-3.1-pro-preview,,C1,S1,5,success,True,350,697,0.009064,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-006,gemini,google/gemini-3.1-pro-preview,,C1,S1,6,success,True,350,800,0.010299999999999998,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-007,gemini,google/gemini-3.1-pro-preview,,C1,S1,7,success,True,350,685,0.008919999999999999,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-008,gemini,google/gemini-3.1-pro-preview,,C1,S1,8,success,True,350,970,0.012339999999999999,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S1-009,gemini,google/gemini-3.1-pro-preview,,C1,S1,9,success,True,350,535,0.0071200000000000005,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S1-010,gemini,google/gemini-3.1-pro-preview,,C1,S1,10,success,True,350,794,0.010228,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-011,gemini,google/gemini-3.1-pro-preview,,C1,S1,11,success,True,350,829,0.010648,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S1-012,gemini,google/gemini-3.1-pro-preview,,C1,S1,12,success,True,350,313,0.004456,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-013,gemini,google/gemini-3.1-pro-preview,,C1,S1,13,success,True,350,719,0.009328,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-014,gemini,google/gemini-3.1-pro-preview,,C1,S1,14,success,True,350,890,0.01138,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-015,gemini,google/gemini-3.1-pro-preview,,C1,S1,15,success,True,350,475,0.0064,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-016,gemini,google/gemini-3.1-pro-preview,,C1,S1,16,success,True,350,597,0.007864,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-017,gemini,google/gemini-3.1-pro-preview,,C1,S1,17,success,True,350,798,0.010275999999999999,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-018,gemini,google/gemini-3.1-pro-preview,,C1,S1,18,success,True,350,569,0.007528,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-019,gemini,google/gemini-3.1-pro-preview,,C1,S1,19,success,True,350,975,0.0124,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S1-020,gemini,google/gemini-3.1-pro-preview,,C1,S1,20,success,True,350,787,0.010143999999999999,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S1-021,gemini,google/gemini-3.1-pro-preview,,C1,S1,21,success,True,350,1247,0.015664,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-022,gemini,google/gemini-3.1-pro-preview,,C1,S1,22,success,True,350,674,0.008787999999999999,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-023,gemini,google/gemini-3.1-pro-preview,,C1,S1,23,success,True,350,684,0.008908,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-024,gemini,google/gemini-3.1-pro-preview,,C1,S1,24,success,True,350,736,0.009531999999999999,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S1-025,gemini,google/gemini-3.1-pro-preview,,C1,S1,25,success,True,350,1204,0.015148,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-026,gemini,google/gemini-3.1-pro-preview,,C1,S1,26,success,True,350,877,0.011224,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S1-027,gemini,google/gemini-3.1-pro-preview,,C1,S1,27,success,True,350,909,0.011607999999999999,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-028,gemini,google/gemini-3.1-pro-preview,,C1,S1,28,success,True,350,995,0.012639999999999998,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-029,gemini,google/gemini-3.1-pro-preview,,C1,S1,29,success,True,350,415,0.00568,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S1-030,gemini,google/gemini-3.1-pro-preview,,C1,S1,30,success,True,350,490,0.00658,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-031,gemini,google/gemini-3.1-pro-preview,,C1,S1,31,success,True,350,913,0.011656,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-032,gemini,google/gemini-3.1-pro-preview,,C1,S1,32,success,True,350,1233,0.015496,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-033,gemini,google/gemini-3.1-pro-preview,,C1,S1,33,success,True,350,718,0.009316,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-034,gemini,google/gemini-3.1-pro-preview,,C1,S1,34,success,True,350,478,0.006436,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S1-035,gemini,google/gemini-3.1-pro-preview,,C1,S1,35,success,True,350,860,0.011019999999999999,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-036,gemini,google/gemini-3.1-pro-preview,,C1,S1,36,success,True,350,282,0.004084,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-037,gemini,google/gemini-3.1-pro-preview,,C1,S1,37,success,True,350,1005,0.012759999999999999,,,True,True,True,True,Normal chest X-ray,True,True,True,True,True,differentials;key_findings;reasoning,pleural effusion;pneumonia;pneumothorax;sarcoidosis,False
p4-gemini-C1-S1-038,gemini,google/gemini-3.1-pro-preview,,C1,S1,38,success,True,350,305,0.00436,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-039,gemini,google/gemini-3.1-pro-preview,,C1,S1,39,success,True,350,833,0.010695999999999999,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S1-040,gemini,google/gemini-3.1-pro-preview,,C1,S1,40,success,True,350,1231,0.015472,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-041,gemini,google/gemini-3.1-pro-preview,,C1,S1,41,success,True,350,1115,0.014079999999999999,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-042,gemini,google/gemini-3.1-pro-preview,,C1,S1,42,success,True,350,308,0.004396,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-043,gemini,google/gemini-3.1-pro-preview,,C1,S1,43,success,True,350,1026,0.013012,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S1-044,gemini,google/gemini-3.1-pro-preview,,C1,S1,44,success,True,350,695,0.00904,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-045,gemini,google/gemini-3.1-pro-preview,,C1,S1,45,success,True,350,922,0.011763999999999998,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-046,gemini,google/gemini-3.1-pro-preview,,C1,S1,46,success,True,350,861,0.011031999999999998,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S1-047,gemini,google/gemini-3.1-pro-preview,,C1,S1,47,success,True,350,527,0.007024,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-048,gemini,google/gemini-3.1-pro-preview,,C1,S1,48,success,True,350,780,0.01006,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S1-049,gemini,google/gemini-3.1-pro-preview,,C1,S1,49,success,True,350,750,0.009699999999999999,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-050,gemini,google/gemini-3.1-pro-preview,,C1,S1,50,success,True,350,885,0.011319999999999998,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-051,gemini,google/gemini-3.1-pro-preview,,C1,S1,51,success,True,350,666,0.008692,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S1-052,gemini,google/gemini-3.1-pro-preview,,C1,S1,52,success,True,350,944,0.012027999999999999,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-053,gemini,google/gemini-3.1-pro-preview,,C1,S1,53,success,True,350,445,0.00604,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-054,gemini,google/gemini-3.1-pro-preview,,C1,S1,54,success,True,350,924,0.011788,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-055,gemini,google/gemini-3.1-pro-preview,,C1,S1,55,success,True,350,973,0.012376,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S1-056,gemini,google/gemini-3.1-pro-preview,,C1,S1,56,success,True,350,1135,0.01432,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S1-057,gemini,google/gemini-3.1-pro-preview,,C1,S1,57,success,True,350,913,0.011656,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S1-058,gemini,google/gemini-3.1-pro-preview,,C1,S1,58,success,True,350,819,0.010528,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-059,gemini,google/gemini-3.1-pro-preview,,C1,S1,59,success,True,350,412,0.005644,,,True,True,True,True,,False,False,False,False,False,,,True
p4-gemini-C1-S1-060,gemini,google/gemini-3.1-pro-preview,,C1,S1,60,success,True,350,984,0.012508,,,True,True,True,True,,True,False,True,False,False,,,False
p4-gemini-C1-S1-061,gemini,google/gemini-3.1-pro-preview,,C1,S1,61,success,True,350,658,0.008596,,,True,True,True,True,,False,False,False,False,False,,,True
