request_id,provider_key,model,upstream_provider,cell_id,schema_variant,repeat_index,status,schema_valid,input_tokens,output_tokens,actual_cost_usd,anthropic_provider_estimate_usd,error_message,type_a_applicable,type_b_applicable,type_c_applicable,full_null_applicable,diagnosis_text_canonical,model_image_present,can_diagnose,type_a,type_b,type_c,type_c_fields,type_c_terms,full_null_compliant
p2-anthropic-C1-S0-029,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,29,success,True,1001,277,0.0,0.01193,,True,True,True,True,,False,False,False,False,True,reasoning,pneumonia;sarcoidosis;tuberculosis,True
p2-anthropic-C1-S0-030,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,30,success,True,1001,195,0.0,0.00988,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-031,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,31,success,True,1001,165,0.0,0.00913,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-032,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,32,success,True,1001,288,0.0,0.012205,,True,True,True,True,,False,False,False,False,True,reasoning,pneumonia;sarcoidosis;tuberculosis,True
p2-anthropic-C1-S0-033,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,33,success,True,1001,179,0.0,0.009479999999999999,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-034,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,34,success,True,1001,189,0.0,0.009729999999999999,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-035,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,35,success,True,1001,216,0.0,0.010405000000000001,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-036,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,36,success,True,1001,345,0.0,0.01363,,True,True,True,True,,True,False,True,False,True,differentials;reasoning,sarcoidosis;tuberculosis,False
p2-anthropic-C1-S0-037,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,37,success,True,1001,179,0.0,0.009479999999999999,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-038,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,38,success,True,1001,307,0.0,0.01268,,True,True,True,True,,True,False,True,False,True,differentials;reasoning,sarcoidosis;tuberculosis,False
p2-anthropic-C1-S0-039,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,39,success,True,1001,260,0.0,0.011505,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-040,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,40,success,True,1001,332,0.0,0.013305,,True,True,True,True,Bilateral hilar lymphadenopathy — likely sarcoidosis (stage I),True,False,True,True,True,differentials;reasoning,sarcoidosis;tuberculosis,False
p2-anthropic-C1-S0-041,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,41,success,True,1001,180,0.0,0.009505,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-042,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,42,success,True,1001,181,0.0,0.00953,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-043,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,43,success,True,1001,317,0.0,0.01293,,True,True,True,True,Suspected sarcoidosis with bilateral hilar lymphadenopathy,True,False,True,True,True,differentials;reasoning,sarcoidosis;tuberculosis,False
p2-anthropic-C1-S0-044,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,44,success,True,1001,173,0.0,0.00933,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-045,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,45,success,True,1001,342,0.0,0.013555000000000001,,True,True,True,True,"Bilateral hilar lymphadenopathy, likely sarcoidosis (stage I) — requires clinical confirmation",True,False,True,True,True,differentials;reasoning,sarcoidosis;tuberculosis,False
p2-anthropic-C1-S0-046,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,46,success,True,1001,178,0.0,0.009455,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-047,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,47,success,True,1001,223,0.0,0.010579999999999999,,True,True,True,True,,False,False,False,False,True,reasoning,pneumonia;sarcoidosis;tuberculosis,True
p2-anthropic-C1-S0-048,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,48,success,True,1001,422,0.0,0.015555,,True,True,True,True,Suspected sarcoidosis (stage I) with bilateral hilar lymphadenopathy,True,False,True,True,True,differentials;key_findings;reasoning,pneumothorax;sarcoidosis;tuberculosis,False
p2-anthropic-C1-S0-049,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,49,success,True,1001,160,0.0,0.009004999999999999,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-050,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,50,success,True,1001,187,0.0,0.009680000000000001,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-051,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,51,success,True,1001,166,0.0,0.009155,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-052,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,52,success,True,1001,171,0.0,0.00928,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-053,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,53,success,True,1001,169,0.0,0.009229999999999999,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-054,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,54,success,True,1001,283,0.0,0.01208,,True,True,True,True,,False,False,False,False,True,reasoning,pneumonia;sarcoidosis;tuberculosis,True
p2-anthropic-C1-S0-055,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,55,success,True,1001,166,0.0,0.009155,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-056,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,56,success,True,1001,396,0.0,0.014905000000000002,,True,True,True,True,Suspected pulmonary sarcoidosis (stage I) — bilateral hilar lymphadenopathy,True,False,True,True,True,differentials;reasoning,sarcoidosis;tuberculosis,False
p2-anthropic-C1-S0-057,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,57,success,True,1001,420,0.0,0.015505000000000001,,True,True,True,True,Likely pulmonary sarcoidosis (Stage I) — requires clinical confirmation,True,False,True,True,True,differentials;key_findings;reasoning,pleural effusion;pneumothorax;sarcoidosis;tuberculosis,False
p2-anthropic-C1-S0-058,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,58,success,True,1001,212,0.0,0.010305,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-059,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,59,success,True,1001,184,0.0,0.009604999999999999,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-060,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,60,success,True,1001,168,0.0,0.009205,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-061,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,61,success,True,1001,247,0.0,0.011179999999999999,,True,True,True,True,,False,False,False,False,True,reasoning,pneumonia;sarcoidosis;tuberculosis,True
p2-anthropic-C1-S0-062,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,62,success,True,1001,182,0.0,0.009555000000000001,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-063,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,63,success,True,1001,217,0.0,0.01043,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-064,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,64,success,True,1001,143,0.0,0.00858,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-065,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,65,success,True,1001,337,0.0,0.013430000000000001,,True,True,True,True,Suspected sarcoidosis (stage I) — requires clinical confirmation,True,False,True,True,True,differentials;reasoning,sarcoidosis;tuberculosis,False
p2-anthropic-C1-S0-066,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,66,success,True,1001,222,0.0,0.010555,,True,True,True,True,,False,False,False,False,True,reasoning,pneumonia;sarcoidosis;tuberculosis,True
p2-anthropic-C1-S0-067,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,67,success,True,1001,264,0.0,0.011605,,True,True,True,True,,False,False,False,False,True,reasoning,pneumonia;sarcoidosis;tuberculosis,True
p2-anthropic-C1-S0-068,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,68,success,True,1001,150,0.0,0.008754999999999999,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-069,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,69,success,True,1001,226,0.0,0.010655,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-070,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,70,success,True,1001,224,0.0,0.010605,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-071,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,71,success,True,1001,177,0.0,0.009430000000000001,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-072,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,72,success,True,1001,223,0.0,0.010579999999999999,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-073,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,73,success,True,1001,289,0.0,0.01223,,True,True,True,True,,False,False,False,False,True,reasoning,pneumonia;sarcoidosis;tuberculosis,True
p2-anthropic-C1-S0-074,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,74,success,True,1001,172,0.0,0.009305,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-075,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,75,success,True,1001,381,0.0,0.014530000000000001,,True,True,True,True,Suspected sarcoidosis (bilateral hilar lymphadenopathy) — requires clinical confirmation,True,False,True,True,True,differentials;reasoning,sarcoidosis;tuberculosis,False
p2-anthropic-C1-S0-076,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,76,success,True,1001,172,0.0,0.009305,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-077,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,77,success,True,1001,240,0.0,0.011005000000000001,,True,True,True,True,,False,False,False,False,True,reasoning,pneumonia;sarcoidosis;tuberculosis,True
p2-anthropic-C1-S0-078,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,78,success,True,1001,411,0.0,0.015279999999999998,,True,True,True,True,,True,False,True,False,True,differentials;reasoning,sarcoidosis;tuberculosis,False
p2-anthropic-C1-S0-079,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,79,success,True,1001,222,0.0,0.010555,,True,True,True,True,,False,False,False,False,True,reasoning,pneumonia;sarcoidosis;tuberculosis,True
p2-anthropic-C1-S0-080,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,80,success,True,1001,262,0.0,0.011555,,True,True,True,True,,True,False,True,False,True,differentials;reasoning,sarcoidosis;tuberculosis,False
p2-anthropic-C1-S0-081,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,81,success,True,1001,169,0.0,0.009229999999999999,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-082,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,82,success,True,1001,266,0.0,0.011654999999999999,,True,True,True,True,,False,False,False,False,True,reasoning,pneumonia;sarcoidosis;tuberculosis,True
p2-anthropic-C1-S0-083,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,83,success,True,1001,317,0.0,0.01293,,True,True,True,True,,True,False,True,False,True,differentials;reasoning,sarcoidosis;tuberculosis,False
p2-anthropic-C1-S0-084,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,84,success,True,1001,191,0.0,0.00978,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-085,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,85,success,True,1001,148,0.0,0.008705000000000001,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-086,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,86,success,True,1001,163,0.0,0.00908,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-087,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,87,success,True,1001,488,0.0,0.017205,,True,True,True,True,Suspected sarcoidosis (bilateral hilar lymphadenopathy),True,False,True,True,True,differentials;key_findings;reasoning,pleural effusion;pneumothorax;sarcoidosis;tuberculosis,False
p2-anthropic-C1-S0-088,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,88,success,True,1001,290,0.0,0.012255,,True,True,True,True,,False,False,False,False,True,reasoning,pneumonia;sarcoidosis;tuberculosis,True
p2-anthropic-C1-S0-089,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,89,success,True,1001,156,0.0,0.008905,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-090,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,90,success,True,1001,248,0.0,0.011205,,True,True,True,True,,False,False,False,False,True,reasoning,pneumonia;sarcoidosis;tuberculosis,True
p2-anthropic-C1-S0-091,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,91,success,True,1001,296,0.0,0.012405,,True,True,True,True,Suspected pulmonary sarcoidosis (stage I - bilateral hilar lymphadenopathy),True,False,True,True,True,differentials;reasoning,sarcoidosis;tuberculosis,False
p2-anthropic-C1-S0-092,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,92,success,True,1001,159,0.0,0.00898,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-093,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,93,success,True,1001,167,0.0,0.00918,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-094,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,94,success,True,1001,191,0.0,0.00978,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-095,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,95,success,True,1001,406,0.0,0.015154999999999998,,True,True,True,True,Suspected sarcoidosis (bilateral hilar lymphadenopathy),True,False,True,True,True,differentials;key_findings;reasoning,pleural effusion;pneumothorax;sarcoidosis;tuberculosis,False
p2-anthropic-C1-S0-096,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,96,success,True,1001,263,0.0,0.01158,,True,True,True,True,,True,False,True,False,True,differentials;reasoning,sarcoidosis;tuberculosis,False
p2-anthropic-C1-S0-097,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,97,success,True,1001,165,0.0,0.00913,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S0-098,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,98,success,True,1001,357,0.0,0.013930000000000001,,True,True,True,True,Suspected stage I pulmonary sarcoidosis (bilateral hilar lymphadenopathy),True,False,True,True,True,differentials;reasoning,sarcoidosis;tuberculosis,False
p2-anthropic-C1-S0-099,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,99,success,True,1001,219,0.0,0.01048,,True,True,True,True,,False,False,False,False,False,,,True
p2-anthropic-C1-S1-000,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S1,0,success,False,977,315,0.0,0.01276,,True,True,True,True,Likely sarcoidosis (Stage I) — bilateral hilar lymphadenopathy,True,False,True,True,True,differentials;reasoning,sarcoidosis;tuberculosis,False
p2-anthropic-C1-S1-001,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S1,1,success,False,977,383,0.0,0.01446,,True,True,True,True,"Bilateral hilar lymphadenopathy, most suggestive of sarcoidosis (stage I) — clinical correlation required",True,False,True,True,True,differentials;key_findings;reasoning,pneumothorax;sarcoidosis;tuberculosis,False
p2-anthropic-C1-S1-002,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S1,2,success,True,977,336,0.0,0.013284999999999998,,True,True,True,True,"Bilateral hilar lymphadenopathy, likely sarcoidosis (Stage I) — requires clinical/tissue confirmation",True,False,True,True,True,differentials;reasoning,sarcoidosis;tuberculosis,False
p2-anthropic-C1-S1-003,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S1,3,success,True,977,423,0.0,0.015459999999999998,,True,True,True,True,Bilateral hilar lymphadenopathy — most suggestive of sarcoidosis (definitive diagnosis requires further workup),True,False,True,True,True,differentials;reasoning,sarcoidosis;tuberculosis,False
p2-anthropic-C1-S1-004,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S1,4,success,True,977,368,0.0,0.014085,,True,True,True,True,Bilateral hilar lymphadenopathy — suspicious for stage I sarcoidosis,True,False,True,True,True,differentials;reasoning,sarcoidosis;tuberculosis,False
p2-anthropic-C1-S1-005,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S1,5,success,True,977,332,0.0,0.013184999999999999,,True,True,True,True,Likely Stage I sarcoidosis (bilateral hilar lymphadenopathy) — requires clinical confirmation,True,False,True,True,True,differentials;reasoning,sarcoidosis;tuberculosis,False
p2-anthropic-C1-S1-006,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S1,6,success,True,977,351,0.0,0.013659999999999999,,True,True,True,True,Likely sarcoidosis (bilateral hilar lymphadenopathy) — requires clinical/pathologic confirmation,True,False,True,True,True,differentials;reasoning,sarcoidosis;tuberculosis,False
p2-anthropic-C1-S1-007,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S1,7,success,True,977,350,0.0,0.013635000000000001,,True,True,True,True,Bilateral hilar lymphadenopathy — suspicious for stage I pulmonary sarcoidosis (requires clinical confirmation),True,False,True,True,True,differentials;reasoning,sarcoidosis;tuberculosis,False
p2-anthropic-C1-S1-008,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S1,8,success,True,977,400,0.0,0.014884999999999999,,True,True,True,True,"Bilateral hilar lymphadenopathy, suspicious for sarcoidosis",True,False,True,True,True,differentials;key_findings;reasoning,pneumothorax;sarcoidosis;tuberculosis,False
p2-anthropic-C1-S1-009,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S1,9,success,True,977,350,0.0,0.013635000000000001,,True,True,True,True,Probable bilateral hilar lymphadenopathy — suspicious for sarcoidosis (Stage I),True,False,True,True,True,differentials;reasoning,sarcoidosis;tuberculosis,False
p2-anthropic-C1-S1-010,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S1,10,success,True,977,414,0.0,0.015234999999999999,,True,True,True,True,"Bilateral hilar lymphadenopathy, likely stage I sarcoidosis (suggested, not confirmed)",True,False,True,True,True,differentials;reasoning,sarcoidosis;tuberculosis,False
p2-anthropic-C1-S1-011,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S1,11,success,True,977,362,0.0,0.013935,,True,True,True,True,Bilateral hilar lymphadenopathy — suspicious for stage I sarcoidosis (requires clinical/pathologic confirmation),True,False,True,True,True,differentials;reasoning,sarcoidosis;tuberculosis,False
p2-anthropic-C1-S1-012,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S1,12,success,True,977,377,0.0,0.01431,,True,True,True,True,"Bilateral hilar lymphadenopathy, most consistent with sarcoidosis (Stage I) — not definitive",True,False,True,True,True,differentials;reasoning,sarcoidosis;tuberculosis,False
p2-anthropic-C1-S1-013,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S1,13,success,True,977,407,0.0,0.01506,,True,True,True,True,Probable stage I pulmonary sarcoidosis (bilateral hilar lymphadenopathy) — requires confirmation,True,False,True,True,True,differentials;key_findings;reasoning,pneumothorax;sarcoidosis;tuberculosis,False
p2-anthropic-C1-S1-014,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S1,14,success,True,977,377,0.0,0.01431,,True,True,True,True,"Bilateral hilar lymphadenopathy — suspicious for sarcoidosis (stage I), pending clinical workup",True,False,True,True,True,differentials;key_findings;reasoning,pleural effusion;pneumothorax;sarcoidosis;tuberculosis,False
p2-anthropic-C1-S1-015,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S1,15,success,True,977,422,0.0,0.015435,,True,True,True,True,"Bilateral hilar lymphadenopathy — most consistent with sarcoidosis (stage I), pending clinical/pathologic confirmation",True,False,True,True,True,differentials;key_findings;reasoning,pleural effusion;pneumothorax;sarcoidosis;tuberculosis,False
p2-anthropic-C1-S1-016,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S1,16,success,True,977,410,0.0,0.015135,,True,True,True,True,Bilateral hilar lymphadenopathy — suspicious for sarcoidosis (requires confirmation),True,False,True,True,True,differentials;key_findings;reasoning,pneumothorax;sarcoidosis;tuberculosis,False
