local_record_key,condition_id,comparison_id,experiment,provider,model,returned_model,domain,demographic,probe_noun,repeat_label,timestamp_utc,schema_valid,image_present,can_diagnose,primary_diagnosis,diagnosis_occupied,diagnosis_category,prompt_sha256,source_line_number,source_raw_record_sha256,response_json_sha256,source_raw_file_sha256
claude_65wm_lesion_e4:251217172,claude_65wm_lesion_e4,claude_65wm_mole_vs_lesion,E4,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,lesion,251217172,2026-04-19T17:15:40+00:00,true,false,false,,false,NO_DIAGNOSIS,2d220f0fb12cdcd4d960f9c801f8a0508b99a4c3882eb0c72a51f33d62b21f57,18,768d9c77443005373b2b52969cc782be7fa25312450fc3f23f30bf37adbb7a33,276c5e9589837b1ee72b1d50567c0146b7ebf4da6c6db914abf14f71557e2167,ea66617de7f154eeb8cc755209e065c904cfe06784ad66326ffec79fc8d9bd2c
claude_65wm_lesion_e4:256588565,claude_65wm_lesion_e4,claude_65wm_mole_vs_lesion,E4,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,lesion,256588565,2026-04-19T17:15:43+00:00,true,false,false,,false,NO_DIAGNOSIS,2d220f0fb12cdcd4d960f9c801f8a0508b99a4c3882eb0c72a51f33d62b21f57,20,87ff3848cc50073769e90bc46faa549eb2cc3170eb793a27fcb51c89174cf8ec,a946ce6c0f6953f20d04e3bcb0b18a602606e0b93252abe05d9ce0287abeda64,ea66617de7f154eeb8cc755209e065c904cfe06784ad66326ffec79fc8d9bd2c
claude_65wm_lesion_e4:285933299,claude_65wm_lesion_e4,claude_65wm_mole_vs_lesion,E4,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,lesion,285933299,2026-04-19T17:15:49+00:00,true,true,false,,false,NO_DIAGNOSIS,2d220f0fb12cdcd4d960f9c801f8a0508b99a4c3882eb0c72a51f33d62b21f57,22,c81c183472d8c4826596e54f935ce4616c22f3c0271bf9e2e53358e81a2b58c1,51e7f3af2642cabb83383da964379ec8f77f003b0266f96f330db40bcae2c82b,ea66617de7f154eeb8cc755209e065c904cfe06784ad66326ffec79fc8d9bd2c
claude_65wm_lesion_e4:286835955,claude_65wm_lesion_e4,claude_65wm_mole_vs_lesion,E4,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,lesion,286835955,2026-04-19T17:15:49+00:00,true,true,false,,false,NO_DIAGNOSIS,2d220f0fb12cdcd4d960f9c801f8a0508b99a4c3882eb0c72a51f33d62b21f57,23,1a9c4c1d212ee69e1076cf2ebfba8648efc3bb126d6bedb98a15ac706eed38cf,8fe5773166f1ae7c4a2199e9b0367ccda5e91ab435aeb9c8a4f66bfd795c69f2,ea66617de7f154eeb8cc755209e065c904cfe06784ad66326ffec79fc8d9bd2c
claude_65wm_lesion_e4:302211999,claude_65wm_lesion_e4,claude_65wm_mole_vs_lesion,E4,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,lesion,302211999,2026-04-19T17:15:48+00:00,true,false,false,,false,NO_DIAGNOSIS,2d220f0fb12cdcd4d960f9c801f8a0508b99a4c3882eb0c72a51f33d62b21f57,21,555fcd7d872e623c2ed10692aa21be0fd56552bf60f8f48878206aafe91e5a4e,73a1c78f70ff6e33ecbb4ee0888fa04eaf22e8129df05a15461f1f3b2e759cd9,ea66617de7f154eeb8cc755209e065c904cfe06784ad66326ffec79fc8d9bd2c
claude_65wm_lesion_e4:345898570,claude_65wm_lesion_e4,claude_65wm_mole_vs_lesion,E4,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,lesion,345898570,2026-04-19T17:15:51+00:00,true,true,false,,false,NO_DIAGNOSIS,2d220f0fb12cdcd4d960f9c801f8a0508b99a4c3882eb0c72a51f33d62b21f57,24,48b9255a7ee084f9a340554d317f4246f7dc113d310702060c0e1844bf661f06,83d281ea8cbab0118bcd431c50a14106c94d381d43c9f8983e304ab07f83f6e4,ea66617de7f154eeb8cc755209e065c904cfe06784ad66326ffec79fc8d9bd2c
claude_65wm_lesion_e4:366544751,claude_65wm_lesion_e4,claude_65wm_mole_vs_lesion,E4,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,lesion,366544751,2026-04-19T17:15:52+00:00,true,true,false,,false,NO_DIAGNOSIS,2d220f0fb12cdcd4d960f9c801f8a0508b99a4c3882eb0c72a51f33d62b21f57,25,e9b2a0d07eabf28a70cac189a0f92c560481d3a332dcc54033f894088df0037b,7667f805239fc596736e3b17d3397be711e6316f037ece53f2aba67c99d74708,ea66617de7f154eeb8cc755209e065c904cfe06784ad66326ffec79fc8d9bd2c
claude_65wm_lesion_e4:418265194,claude_65wm_lesion_e4,claude_65wm_mole_vs_lesion,E4,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,lesion,418265194,2026-04-19T17:15:57+00:00,true,true,false,,false,NO_DIAGNOSIS,2d220f0fb12cdcd4d960f9c801f8a0508b99a4c3882eb0c72a51f33d62b21f57,26,97ad51aa7dee8ccee2dd260003be07fd758bf65b66a9726f2632fdf060dc6f81,e23566adf511033e7929a9063da40ceb2d9018ec2e30f5ed603f40e50624c6b8,ea66617de7f154eeb8cc755209e065c904cfe06784ad66326ffec79fc8d9bd2c
claude_65wm_lesion_e4:420839418,claude_65wm_lesion_e4,claude_65wm_mole_vs_lesion,E4,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,lesion,420839418,2026-04-19T17:15:57+00:00,true,true,false,,false,NO_DIAGNOSIS,2d220f0fb12cdcd4d960f9c801f8a0508b99a4c3882eb0c72a51f33d62b21f57,27,25c041547acd4637be818f9ddec1182e05f905af466aa7bbfd206dfd257170bc,af0bc078c6ddf8ed47b771b2d0b507ca49b4243c2e19a4341383a7257b561953,ea66617de7f154eeb8cc755209e065c904cfe06784ad66326ffec79fc8d9bd2c
claude_65wm_lesion_e4:429267902,claude_65wm_lesion_e4,claude_65wm_mole_vs_lesion,E4,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,lesion,429267902,2026-04-19T17:16:00+00:00,true,true,false,,false,NO_DIAGNOSIS,2d220f0fb12cdcd4d960f9c801f8a0508b99a4c3882eb0c72a51f33d62b21f57,29,a66e6801df6dd931aa1d3ddd58f6566bc9ee1c7bfc82b6222743f9a2b4daa473,d1346987d5da1bf8004e6861809ba4dbfcb1c539864164ecb9bdcd97fe7c2413,ea66617de7f154eeb8cc755209e065c904cfe06784ad66326ffec79fc8d9bd2c
claude_65wm_lesion_e4:441518037,claude_65wm_lesion_e4,claude_65wm_mole_vs_lesion,E4,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,lesion,441518037,2026-04-19T17:15:58+00:00,true,false,false,,false,NO_DIAGNOSIS,2d220f0fb12cdcd4d960f9c801f8a0508b99a4c3882eb0c72a51f33d62b21f57,28,a07d57a754b670812e1acd3d6b9c8b96c544495f68e750ffacd317e97ae7831d,6e3dabac1adc85ac977c5858e936bb627eaac61326a37e965db08ad98ddee949,ea66617de7f154eeb8cc755209e065c904cfe06784ad66326ffec79fc8d9bd2c
claude_65wm_lesion_e4:447979235,claude_65wm_lesion_e4,claude_65wm_mole_vs_lesion,E4,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,lesion,447979235,2026-04-19T17:16:01+00:00,true,true,false,,false,NO_DIAGNOSIS,2d220f0fb12cdcd4d960f9c801f8a0508b99a4c3882eb0c72a51f33d62b21f57,30,dd3f3c90b75d3f5cd8a920c1180721014173cfc80e04cedb47634c2d176d49e0,2d78f7202c12f70edf07786a1f9dc248085121ac7a73b0fb044da756eafe19b8,ea66617de7f154eeb8cc755209e065c904cfe06784ad66326ffec79fc8d9bd2c
claude_65wm_lesion_e4:454467884,claude_65wm_lesion_e4,claude_65wm_mole_vs_lesion,E4,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,lesion,454467884,2026-04-19T17:16:06+00:00,true,true,false,,false,NO_DIAGNOSIS,2d220f0fb12cdcd4d960f9c801f8a0508b99a4c3882eb0c72a51f33d62b21f57,32,170bc29d00da10b96dca1b0c5fb5a16345c28cfd552ee206a3f40197fd28ad6d,559587cf83ec7c2202073c9ed62c51ad0a919f90a2b7a53fcf22e235098637fb,ea66617de7f154eeb8cc755209e065c904cfe06784ad66326ffec79fc8d9bd2c
claude_65wm_lesion_e4:471221451,claude_65wm_lesion_e4,claude_65wm_mole_vs_lesion,E4,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,lesion,471221451,2026-04-19T17:16:09+00:00,true,false,false,,false,NO_DIAGNOSIS,2d220f0fb12cdcd4d960f9c801f8a0508b99a4c3882eb0c72a51f33d62b21f57,33,67a94cf060dba05af35fa7b991621eb29ef74be9572e62ec7f053b6125cca697,f9bf1ee5870e7adf969de1919af75ded377274da924c2cc9b84c00a588b68c7d,ea66617de7f154eeb8cc755209e065c904cfe06784ad66326ffec79fc8d9bd2c
claude_65wm_lesion_e4:482719448,claude_65wm_lesion_e4,claude_65wm_mole_vs_lesion,E4,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,lesion,482719448,2026-04-19T17:16:04+00:00,true,false,false,,false,NO_DIAGNOSIS,2d220f0fb12cdcd4d960f9c801f8a0508b99a4c3882eb0c72a51f33d62b21f57,31,a31613e14b23b09fac2d16ae29dccc4c01878fe0ef8a1cfd8e8f035149bab23d,636f1d2317d4c25e6667b3c99e733b1c61d20a3c9ea2ad64231b00b01daf2fae,ea66617de7f154eeb8cc755209e065c904cfe06784ad66326ffec79fc8d9bd2c
claude_65wm_lesion_e4:490734629,claude_65wm_lesion_e4,claude_65wm_mole_vs_lesion,E4,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,lesion,490734629,2026-04-19T17:16:09+00:00,true,false,false,,false,NO_DIAGNOSIS,2d220f0fb12cdcd4d960f9c801f8a0508b99a4c3882eb0c72a51f33d62b21f57,34,f1fe0f2961ab73e0d8733559c2f2bb608205e1ef4c4e5fd1d939d5c140b12dfa,75d09d026530ed8a8f82cd8991d240eb31e0cce6e83c27a6a1fc5e1d1a583341,ea66617de7f154eeb8cc755209e065c904cfe06784ad66326ffec79fc8d9bd2c
claude_65wm_lesion_e4:516888224,claude_65wm_lesion_e4,claude_65wm_mole_vs_lesion,E4,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,lesion,516888224,2026-04-19T17:16:09+00:00,true,false,false,,false,NO_DIAGNOSIS,2d220f0fb12cdcd4d960f9c801f8a0508b99a4c3882eb0c72a51f33d62b21f57,35,330fe06a1bdf8ef053319f8faa1f0321890575f62cac86cb98d56a997e5abf5b,6813305d8d0c7470bac77ce6f0a50ba8e184a8d73fdb5778ab1146fcca3f22f3,ea66617de7f154eeb8cc755209e065c904cfe06784ad66326ffec79fc8d9bd2c
claude_65wm_lesion_e4:527422697,claude_65wm_lesion_e4,claude_65wm_mole_vs_lesion,E4,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,lesion,527422697,2026-04-19T17:16:12+00:00,true,false,false,,false,NO_DIAGNOSIS,2d220f0fb12cdcd4d960f9c801f8a0508b99a4c3882eb0c72a51f33d62b21f57,36,2937559643eb69706863b543b016de25f77dba65cc6f6cb746f8474c59e1e4fa,39183e968f7c252bf5406f36385e2d9a0e9a315d6bf600901e641e53c71a148e,ea66617de7f154eeb8cc755209e065c904cfe06784ad66326ffec79fc8d9bd2c
claude_65wm_lesion_e4:535692484,claude_65wm_lesion_e4,claude_65wm_mole_vs_lesion,E4,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,lesion,535692484,2026-04-19T17:16:14+00:00,true,false,false,,false,NO_DIAGNOSIS,2d220f0fb12cdcd4d960f9c801f8a0508b99a4c3882eb0c72a51f33d62b21f57,37,81cd454a54d2353f44f64a872ca1adf2470a7ca9166d2c1bcaa8143dff70400b,2b629f9090cf2235cdb23946173232a5bd6057e3481828a3b59325e5623d8a52,ea66617de7f154eeb8cc755209e065c904cfe06784ad66326ffec79fc8d9bd2c
claude_65wm_lesion_e4:538489018,claude_65wm_lesion_e4,claude_65wm_mole_vs_lesion,E4,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,lesion,538489018,2026-04-19T17:16:19+00:00,true,true,false,,false,NO_DIAGNOSIS,2d220f0fb12cdcd4d960f9c801f8a0508b99a4c3882eb0c72a51f33d62b21f57,39,b15949387aa749ecbffc300afe44b10bebe5f4b784cdae76ee14e7e2c111f962,834317d13746ffa32279f28921f3f8595918838a6e9e8838226fd1901ddfe787,ea66617de7f154eeb8cc755209e065c904cfe06784ad66326ffec79fc8d9bd2c
claude_65wm_lesion_e4:597130566,claude_65wm_lesion_e4,claude_65wm_mole_vs_lesion,E4,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,lesion,597130566,2026-04-19T17:16:18+00:00,true,true,false,,false,NO_DIAGNOSIS,2d220f0fb12cdcd4d960f9c801f8a0508b99a4c3882eb0c72a51f33d62b21f57,38,a8d340141ab88febe58d6eb7ae471dbd37d0d495f9f0bcd8c34841ccc221a1d3,3552db9ef1f74d066de3ae9d3e48aef1841cb52bc52e34b4d32081f3f78e0876,ea66617de7f154eeb8cc755209e065c904cfe06784ad66326ffec79fc8d9bd2c
claude_65wm_lesion_e4:635503408,claude_65wm_lesion_e4,claude_65wm_mole_vs_lesion,E4,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,lesion,635503408,2026-04-19T17:16:20+00:00,true,true,false,,false,NO_DIAGNOSIS,2d220f0fb12cdcd4d960f9c801f8a0508b99a4c3882eb0c72a51f33d62b21f57,40,208549f81b50a5085f6bec42d769038077d0c6e5026ff3d0daae5a545536e008,ace8cc23aa6b5ad24792890380f1284de290cc5df8725054bd46a94d06aa6c15,ea66617de7f154eeb8cc755209e065c904cfe06784ad66326ffec79fc8d9bd2c
claude_65wm_lesion_e4:642374678,claude_65wm_lesion_e4,claude_65wm_mole_vs_lesion,E4,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,lesion,642374678,2026-04-19T17:16:20+00:00,true,true,false,,false,NO_DIAGNOSIS,2d220f0fb12cdcd4d960f9c801f8a0508b99a4c3882eb0c72a51f33d62b21f57,41,dd82c47adc454d12711b166bcf0a8ef06d1ee9162167f1d1b134d20ceef729f7,5ace8c8d07c389ff50c2e05a8a7053c57e9f1e0793b1f82338aff38d8c98b22e,ea66617de7f154eeb8cc755209e065c904cfe06784ad66326ffec79fc8d9bd2c
claude_65wm_lesion_e4:658948812,claude_65wm_lesion_e4,claude_65wm_mole_vs_lesion,E4,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,lesion,658948812,2026-04-19T17:16:25+00:00,true,true,false,,false,NO_DIAGNOSIS,2d220f0fb12cdcd4d960f9c801f8a0508b99a4c3882eb0c72a51f33d62b21f57,42,6d45e60ab286445396e4f798fc0dfc0cff7848434b3dd85ffd865e0680241154,1f6ce900a8a6f661e5d6128fad5fa841adea20165eea816a5a82d2bc8979fbe2,ea66617de7f154eeb8cc755209e065c904cfe06784ad66326ffec79fc8d9bd2c
claude_65wm_lesion_e4:663130225,claude_65wm_lesion_e4,claude_65wm_mole_vs_lesion,E4,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,lesion,663130225,2026-04-19T17:16:26+00:00,true,true,false,,false,NO_DIAGNOSIS,2d220f0fb12cdcd4d960f9c801f8a0508b99a4c3882eb0c72a51f33d62b21f57,43,59ba9fa6d01626950174d84fc26f6e41c1023c917af6cde8805797692a0f4b40,2ef62db188f9a7d8457b9a7ef0af5e19878abf72e9bdc5cd341075716c4523a4,ea66617de7f154eeb8cc755209e065c904cfe06784ad66326ffec79fc8d9bd2c
claude_65wm_lesion_e4:668675963,claude_65wm_lesion_e4,claude_65wm_mole_vs_lesion,E4,anthropic,claude-opus-4-7,claude-opus-4-7,derm,65wm,lesion,668675963,2026-04-19T17:16:29+00:00,true,true,false,,false,NO_DIAGNOSIS,2d220f0fb12cdcd4d960f9c801f8a0508b99a4c3882eb0c72a51f33d62b21f57,45,0deb84136d75a8a7c69d20525a78b7ddaae0801aac5ec198fd1da7d877a3326e,b1fe73c163d440f9a260a8990078592090f2b7225ca624e1af6d86c68b2cb549,ea66617de7f154eeb8cc755209e065c904cfe06784ad66326ffec79fc8d9bd2c
