request_id,provider_key,model,upstream_provider,cell_id,schema_variant,repeat_index,provider_response_id,source_trace_id,parser_status,parsed_json_type,output_key_count,required_key_count,unexpected_key_count,output_key_set_sha256,image_present_present,image_present_json_type,can_diagnose_present,can_diagnose_json_type,primary_diagnosis_present,primary_diagnosis_json_type,differentials_present,differentials_json_type,differentials_element_count,differentials_element_type_counts_json,differentials_all_elements_strings,confidence_present,confidence_json_type,confidence_passes_validator_type,confidence_is_finite,confidence_inclusive_zero_to_one,key_findings_present,key_findings_json_type,reasoning_present,reasoning_json_type,schema_valid,recomputed_schema_valid,schema_valid_matches_recomputed,source_raw_record_sha256,direct_extract_row_sha256,parsed_json_sha256,returned_content_sha256,retained_request_body_sha256
p2-anthropic-C1-S0-010,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,10,gen-1783530310-iRYQL5RMS5roF33ID59b,non_google,parsed_json_object,object,7,7,0,9e7acd1c6dfa2835637dcc60f2cfc26c3b468d2ab802ab7cbf48c1420310dccc,True,boolean,True,boolean,True,null,True,array,0,{},True,True,number,True,True,True,True,string,True,string,True,True,True,742ab35138dec9c73b56588e3b8b9348ad72a464800ffff45813cf2d4ce62817,d56c687011d53dbe1d6de79c6a4a91f173417a4b2368a34d695a0672b14434f8,b57b5db508de103e400443d854e6a52c792d108493e34e3f110709dbb3a9fd23,951c9c9ffda0dcd5fd8cd7a62706a1829184aee50063cbb533a0aa52fe6e34c0,6b6d7c3917181656fccc47b8db462ea97e6fba9804bbbd18facd13b86782a351
p2-anthropic-C1-S0-011,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,11,gen-1783530310-sR6Y1liOKIzHfM2dqMF8,non_google,parsed_json_object,object,7,7,0,9e7acd1c6dfa2835637dcc60f2cfc26c3b468d2ab802ab7cbf48c1420310dccc,True,boolean,True,boolean,True,null,True,array,0,{},True,True,number,True,True,True,True,string,True,string,True,True,True,3773307e17217634c07435b7820a1d5c6fa52023f0725784c1916d8c25a92db2,8abd9eea6ce483ee326dbd52d0f340014aff3ec2b11b9fc271427ab62f08aa90,3150a2b219a2eb9310c187995bb4e1da3fdba0b0a6346aa19a9c8f59b9997360,e32bce1d4669175bc83b7d7bf1b99ddbe90ba128490d98597acb5d68b56d9e01,88e031e7693b7d8d5874a3f7914dbb671d17a68cf72ba660f25820097de56f8e
p2-anthropic-C1-S0-012,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,12,gen-1783530314-IidpQfHhUTDI2msv1Me8,non_google,parsed_json_object,object,7,7,0,9e7acd1c6dfa2835637dcc60f2cfc26c3b468d2ab802ab7cbf48c1420310dccc,True,boolean,True,boolean,True,null,True,array,0,{},True,True,number,True,True,True,True,string,True,string,True,True,True,27401238fd1e261752f5f3b660a804b837037e965ccd4505dcfca80ab1c12f71,3a596c522af93ca260832d4ee448cae913069d86de62666d19957e76b4807afa,7f950e56578ea9fa526b4e330c33b5f6f92c80dec872547cd12af3a5cc51a7c7,7aeac9c8bdf27892a327504e3cbecccd1c652489010fb39a4987858291111ffe,90c64a2a7523bd307e40cb3543b69c11e3ebcc2fb61dc01618c34bcce508410c
p2-anthropic-C1-S0-013,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,13,gen-1783530314-N6kn4Ow2pdPH6ipdr5Bi,non_google,parsed_json_object,object,7,7,0,9e7acd1c6dfa2835637dcc60f2cfc26c3b468d2ab802ab7cbf48c1420310dccc,True,boolean,True,boolean,True,null,True,array,0,{},True,True,number,True,True,True,True,string,True,string,True,True,True,cbd2ba3d1f9f11668286b6a73c6b12710f46c22ba814cb57498f57be2acada9d,97ce49501b6083a2dfa5eee55129a5666497786e5fc32e5e9a1a4207d75645a6,9d17fe860c77019cb6c176e7561518491986766c79e3a9ad36adb33c6e906bb8,4ea218674f94d66db00849687a9082223fc8340b26a6238e57042ded7034e899,8ca6d486a37b630bf8b82731fea4fa56106092aae4420d70fdf9d4cd4af331b6
p2-anthropic-C1-S0-014,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,14,gen-1783530314-ngPBdo8EHx8YkGXAPOu6,non_google,parsed_json_object,object,7,7,0,9e7acd1c6dfa2835637dcc60f2cfc26c3b468d2ab802ab7cbf48c1420310dccc,True,boolean,True,boolean,True,null,True,array,0,{},True,True,number,True,True,True,True,string,True,string,True,True,True,7d5181ad809367edad38e2f8698d31285c3f2b6fdd85768984261a0cd29493e6,07f7c0c76bda18b7c333d56d4995f876ee0207d3902f54a157928e42c99b56a4,dbf7d8e1c064510815217fc5aac47e6e5ad931a83cec9c3be562264ebdf228f9,fdcda1815c9fa790eed527e6c5da147fd583ca51d5941aa41ee207b1012afb23,dac5b67e70e9a9de1ddf4f6b19edee0b511f2aefd6e364f1f81f8bdcf73614d7
p2-anthropic-C1-S0-015,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,15,gen-1783530315-WyZKw90eZjX6k3RMT8OR,non_google,parsed_json_object,object,7,7,0,9e7acd1c6dfa2835637dcc60f2cfc26c3b468d2ab802ab7cbf48c1420310dccc,True,boolean,True,boolean,True,null,True,array,0,{},True,True,number,True,True,True,True,string,True,string,True,True,True,a0d53d6d5d394895b21d088d48a8dbdd4ac838470147cb8648ab9b66c32ca15d,341210cc408ce286d8596a62ccae56276b86265da1ca7c3479240eeb62af9cb2,c192ce19437573216a14af5178575c9f50764301a27b175afac42b6a8df5b606,9b83fbd44a1c7482157f4f2a13c49f0cae996d0d19fada24ebc1c9da52218a37,c1d9fae2ba36bd95231bbe585cd3e08eeded4402bb4db415a05f699bca79320d
p2-anthropic-C1-S0-016,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,16,gen-1783530316-rDyfbUm9YufowtXanu94,non_google,parsed_json_object,object,7,7,0,9e7acd1c6dfa2835637dcc60f2cfc26c3b468d2ab802ab7cbf48c1420310dccc,True,boolean,True,boolean,True,null,True,array,0,{},True,True,number,True,True,True,True,string,True,string,True,True,True,429378921a95b8cf7d3d8dbc301063a31b836207c7bc1fdfd2446d4f8449a585,d096fa4d6fc836f467a4fa750aedf1d4ca855fd972978fee87085e064e38c1ff,a2fedc3517f24da482bf7dbf9f9098c11f46f6218b999fe3802f3ca2f0df0af0,09c2f398b8582ca564271e4d6f2f7d9617e81c6e09a7b8246b64657a2d8b9923,893073bf5bff52b13a93ddd8af312fd9e9a150e8263a7071f6df9e642e60cde7
p2-anthropic-C1-S0-017,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,17,gen-1783530319-Whmb656WMxp8CLixh14d,non_google,parsed_json_object,object,7,7,0,9e7acd1c6dfa2835637dcc60f2cfc26c3b468d2ab802ab7cbf48c1420310dccc,True,boolean,True,boolean,True,null,True,array,0,{},True,True,number,True,True,True,True,string,True,string,True,True,True,4453740c5bec25f5487efefaa2833bffffddbf290c52f3a6196f8ff7974c4b32,c9db5ecdce4a488504e65002ca83eb7a3dfc59424a10db383fbc28ef13017459,8c9d84c668509dc68aed7fbdaccdae3ce1b96c08f3a1f31286fce1b6462dccfa,79917717fd64d89e944996cfe7a65f3275cec9490e97dfbe783094e564dc541b,bd7d035cbce7735f2550e7dc9c8fcecc58b4b55ab75aaf671fe61de2e75f8df4
p2-anthropic-C1-S0-018,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,18,gen-1783530350-ejYEu6y9floOfOEMiU2X,non_google,parsed_json_object,object,7,7,0,9e7acd1c6dfa2835637dcc60f2cfc26c3b468d2ab802ab7cbf48c1420310dccc,True,boolean,True,boolean,True,null,True,array,0,{},True,True,number,True,True,True,True,string,True,string,True,True,True,9b415f0e6fe45494ff453ee28164f149211108a4daabc8703c34c6aab132ba00,9d3446312142d7989ad1be6f5ad5a0b59de6af6121173b1bf665f56e1c882723,394c15f162a3d4e5b59817187b7ce7c91f94845114162c1c29d7c00396b716e0,517904ed90cf445d095436e6f437ba5bae0c4851e40711c499a8e050648319fa,9e0a5cd8d72d9161061a7087dea195546fede080e4a83178875d1852a9ff11ba
p2-anthropic-C1-S0-019,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,19,gen-1783530320-P6FMk41DJQUjG1QlqbjJ,non_google,parsed_json_object,object,7,7,0,9e7acd1c6dfa2835637dcc60f2cfc26c3b468d2ab802ab7cbf48c1420310dccc,True,boolean,True,boolean,True,null,True,array,0,{},True,True,number,True,True,True,True,string,True,string,True,True,True,0f10f9f39d5ddf624f9c27ee6fa84d20ffb63ed49178f55a16a768b3e9974f14,bba766a34a8f4e405cad2dc6a9c5de711b38635ee87f93ff787202289a388eff,43299c4c651a70e67763fbd25edf4d81936ad68a27f059ca6519822af37295de,4b9192e243949f67153fa5b1def5a151bc4c20654b1fe36bdab5269144232123,7532d5d022ff9438b8115155ef55cc10c0c5901090b27e8d4f36c6824fcc3906
p2-anthropic-C1-S0-020,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,20,gen-1783530322-waroRP49Am7pRioqJ8R0,non_google,parsed_json_object,object,7,7,0,9e7acd1c6dfa2835637dcc60f2cfc26c3b468d2ab802ab7cbf48c1420310dccc,True,boolean,True,boolean,True,null,True,array,0,{},True,True,number,True,True,True,True,string,True,string,True,True,True,048372b0a4d54dcd63be3011aac054325a35e3546464a9da19d88624e46deb08,74a15dfe1c9c073aded0abbcf008edb0d23be919f335d7b750510f2bb4233ae6,f81f3b7f80f2a4ca8025d4a282d66e72fecbddd94cf10b9382b99d0852a3d46f,2db85f06c269cdeb84847651b33a12e83a07eb1fe73ce5c25fc62376a7cb65ba,1c0ad8b40bc6d89494cce8c43f5d98ceab5a0226f52f95d6a8c8ca46a759118a
p2-anthropic-C1-S0-021,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,21,gen-1783530321-AxZkBcMeERZgwlgJ4NsK,non_google,parsed_json_object,object,7,7,0,9e7acd1c6dfa2835637dcc60f2cfc26c3b468d2ab802ab7cbf48c1420310dccc,True,boolean,True,boolean,True,null,True,array,0,{},True,True,number,True,True,True,True,string,True,string,True,True,True,4c287584f1e6ce4f8148ff6429c159faf6ee487003a47b2750851b1039073637,bd13ff9ae12abbd760d14dba50d57ac43556c881bfd9e65e81aab633114432b4,612998f1afea7c98ae1cc68af46bfc06f30ff0e06797d802ad0c5ca20335b42d,85b89ba08b03e496f0217e097409822ae56218440492c9501d28ebc86e8b00eb,c07dd8fd04cca2cb0b27ba6362387d4d55e854f8da4af17daa7acf85b21825c9
p2-anthropic-C1-S0-022,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,22,gen-1783530325-lQxgxaxArRLHSWJNNnnh,non_google,parsed_json_object,object,7,7,0,9e7acd1c6dfa2835637dcc60f2cfc26c3b468d2ab802ab7cbf48c1420310dccc,True,boolean,True,boolean,True,null,True,array,0,{},True,True,number,True,True,True,True,string,True,string,True,True,True,cc24ba0c1907eff5960b1d25f7d6c0ac5120997c18fdb1e90d337ffad09eface,0274c3c156c8e95371be5a95adb9c339186077f3ec7614e23159ba7f67151ca0,bd1e58be42509e0ba32101b046123b9c4f1a9f2e156f859f93eed6e9b5f3b20c,ab56e6e6a87ea6d76da2a91d945a1181aafc1bb536fc485c90c289b833cdcdc9,42f172bc423c5fd027bf7498b1e223133be567e86aa831ade6a1c65f21f01a7f
p2-anthropic-C1-S0-023,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,23,gen-1783530359-dTZdhUlyEmr4KpFS3hNv,non_google,parsed_json_object,object,7,7,0,9e7acd1c6dfa2835637dcc60f2cfc26c3b468d2ab802ab7cbf48c1420310dccc,True,boolean,True,boolean,True,null,True,array,0,{},True,True,number,True,True,True,True,string,True,string,True,True,True,82e0d1354ddb795a4e9b72d78987e94689576ed19d52c3a391277032520d4b7b,9e43ffa03374199ad4292f725961562dc4050047b7e89da0c1bb460b86cc4762,dbbe5964a55ea1356af37e6b17720541654f15f119102b4fab9ec1a3f3cb7a30,e44c970dbe59db9111407c9bae3dd4935094da5926d25e164b90e58e3bc5a708,dd8e6743aa51f9adc437f67b9437e4ca2dccc5097b8c9005eba2bd071b97c453
p2-anthropic-C1-S0-024,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,24,gen-1783530327-XqMYPTPOaP8BbMrJ9OzO,non_google,parsed_json_object,object,7,7,0,9e7acd1c6dfa2835637dcc60f2cfc26c3b468d2ab802ab7cbf48c1420310dccc,True,boolean,True,boolean,True,string,True,array,4,"{""string"":4}",True,True,number,True,True,True,True,string,True,string,True,True,True,b0b152004735072ac013fff68ac20273cb0523fe2389201c0930124914ef3252,12c486efba90afec728254d8f5885a6b5ae76933281b868e27771adadb0e4faa,dbc25a9e1489c8c4f2bf9a6feec54404691a46a5d828a247d51fe21dc0249866,23de00c83859e6278d6a408d6b3e252445a930416500356993cad473528c1fe7,be9a7fd55ee1774515b36bd3d01c1653c6a996266850b134762444ad15524795
p2-anthropic-C1-S0-025,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,25,gen-1783534407-U51A8E4qRaTH3CQMXGQ4,non_google,parsed_json_object,object,7,7,0,9e7acd1c6dfa2835637dcc60f2cfc26c3b468d2ab802ab7cbf48c1420310dccc,True,boolean,True,boolean,True,string,True,array,4,"{""string"":4}",True,True,number,True,True,True,True,string,True,string,True,True,True,d762c072b2b27bee6aa632177d17f414c6766e7b6e5d20c73fed6f344e495c35,baffd7d7ee06005c5cf967649d9226132ad623fd7845caa6b5a8173765677b20,b8f81bdabe4ef7639060560069d99c3cf887c14b6cd09caabd64adb95e90c15d,a8695fe26bd6830d6b09ade3aa1474f7a29a3545af42da1b6b88ce7c9ac97e66,137f461430a8febfe428edd675210c46a1c850f799ee076b37574fcf87ba5f09
p2-anthropic-C1-S0-026,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,26,gen-1783534407-5P6gCZNjfIt0jfAOxvIc,non_google,parsed_json_object,object,7,7,0,9e7acd1c6dfa2835637dcc60f2cfc26c3b468d2ab802ab7cbf48c1420310dccc,True,boolean,True,boolean,True,string,True,array,5,"{""string"":5}",True,True,number,True,True,True,True,string,True,string,True,True,True,5a1dd53b8e7406baf5fc7c31a88e47b25b350470f86658cff1f2dbcde931dd9d,5dffc0806de4f52170a8e2923e00dd05d2b2337834ee71ada36a77d4aa65af3c,b3a920a9790dd4090dbb8803baf277eb0c450a8f19e1f313d93b1dce0d6f81bd,e2b562273693c9908b564de53cd3c75e9994c8d9e56c16d4774dc59a56d20ed9,17f75824a9b80046fc1c7495e8dddff82e521dcd47b5ccfef9ccb95fcd216faf
p2-anthropic-C1-S0-027,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,27,gen-1783534407-uc6YEpfbGhbKh85lAx4l,non_google,parsed_json_object,object,7,7,0,9e7acd1c6dfa2835637dcc60f2cfc26c3b468d2ab802ab7cbf48c1420310dccc,True,boolean,True,boolean,True,null,True,array,0,{},True,True,number,True,True,True,True,string,True,string,True,True,True,a9ade305455ff47c8df54c6dbe1d45cd0b98674df29fa928e5c803eb86ea8bd2,37dcac29d8df457b9acf4db4cfad2e8c567a7039b767971938ac3ca748cd0d05,1c8e08fff63560ba6c9a365f2402dc18c1d5eeeeab670ca364a69438edba6fbf,49a678931e51607e853ff617254cb5b6cadd22e28c532f6c002c35ed9c6fac19,dac78969e1cec20a7254e488628ac8216e590a07bab7aeb3cdb7c3160781856e
p2-anthropic-C1-S0-028,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,28,gen-1783534408-Vn66e9QZv2FXGrPRIG32,non_google,parsed_json_object,object,7,7,0,9e7acd1c6dfa2835637dcc60f2cfc26c3b468d2ab802ab7cbf48c1420310dccc,True,boolean,True,boolean,True,string,True,array,5,"{""string"":5}",True,True,number,True,True,True,True,string,True,string,True,True,True,497c381557d970c5c101ea7427bde661706937bea687b12e18fda03c9718c020,d4c24a97477e11a8484c8faaeba3108daab08bcf70fde4d5bfe1905dd16aa26b,b2c32c58e947e20412e528394eaf47f6edf1ced301c4b5722f8eaf8e05930d8c,8191f6061204ca7186e6e7d8d5fc3fe9a8157ee4c37f8c6f79774f2dc24cfc09,d76fe535334b3093266edbebdcbe94f7bd8ca6ae1001ad5a3bd5de08423c2aa5
p2-anthropic-C1-S0-029,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,29,gen-1783534408-h4awe0VKhA0cAmNdLZJN,non_google,parsed_json_object,object,7,7,0,9e7acd1c6dfa2835637dcc60f2cfc26c3b468d2ab802ab7cbf48c1420310dccc,True,boolean,True,boolean,True,null,True,array,0,{},True,True,number,True,True,True,True,string,True,string,True,True,True,951920f4d286668a3be348f83fcbe37314e13fe957486920b1de2ec8787f23ec,696a4ab455d2558e4d7696485d53777f073370722ea37ed31c69560c8ea7a2a6,2c0583abd9e23dd879b7fc50d1ae6a5c19f6f301440af27829c6ec9e997f21c3,11b79f0f7cfad956f21fb6c37e8fca1233ce83762ef63b7bd64143d9ecf00cbb,9b40f0d7c6dd63bcb0c4ffbd632b774ba8da0092ee1679ef27feb2b48523adc5
p2-anthropic-C1-S0-030,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,30,gen-1783534407-igdyNizmCWUuVLc9AfvD,non_google,parsed_json_object,object,7,7,0,9e7acd1c6dfa2835637dcc60f2cfc26c3b468d2ab802ab7cbf48c1420310dccc,True,boolean,True,boolean,True,null,True,array,0,{},True,True,number,True,True,True,True,string,True,string,True,True,True,e02563dc032a91d2611b58c217ae66c672a17239f7a87e1a85821c488f2506f0,c4c6de3562e86aa58e480101feb591a15c0f7c9bca2701eacf3286a2bd735b0f,30996965dd3690488ba6a830cf3214e3367a46a2099635358401eb12aca2b247,5a7ba3aa8be56e1556b3e95aecdb730d7ccf4c71220e136431e1e938c7465f38,6e46936aab3cad9900baaab00704b52536f927e2a006e3d3130fa85cb8692cd5
p2-anthropic-C1-S0-031,anthropic,anthropic/claude-opus-4.7,Anthropic,C1,S0,31,gen-1783534412-oQf2iijCrEAzN8FkFyML,non_google,parsed_json_object,object,7,7,0,9e7acd1c6dfa2835637dcc60f2cfc26c3b468d2ab802ab7cbf48c1420310dccc,True,boolean,True,boolean,True,null,True,array,0,{},True,True,number,True,True,True,True,string,True,string,True,True,True,011cc54d9fd05f0340f179ff69572e71c0fb5825e4d33d366210fd3e015f63e2,296a69be4b2d846bccc17dedd39d6b560462ce8f4bd8ec727e40421274644f58,a986ae40a42fe1f9e43d76f3a688cd64a4c021ed06ed31a53282c49447e6dcb7,6833690142ca3bc4c063147134c0e63524f5c1ce8237a24696459d5f7dd032b7,7c5c03acd703d7183f96d388453618e1a6e672a48f8da5e547723f9a212347de
